Data;Hora;Oficina;ID Participante;Local;Coisa;Nome Participante;Avatar;Interface;Descrição;Objeto
2023-09-13;09:56:16;Aquarela_SEM_NOME;72oqNZ;web;;evy;coelho;Interface: desenho;Fez login e iniciou os cookies com (72oqNZ) (evy) e (coelho);
2023-09-13;09:56:16;Aquarela_SEM_NOME;72oqNZ;web;;evy;coelho;Interface: desenho;Reconectou - Atualização de página - F5;
2023-09-13;09:56:17;Aquarela_SEM_NOME;72oqNZ;web;;evy;coelho;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-09-13;09:57:46;Aquarela_SEM_NOME;72oqNZ;web;;evy;coelho;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-09-13;09:57:47;Aquarela_SEM_NOME;72oqNZ;web;;evy;coelho;Interface: desenho;Reconectou - Atualização de página - F5;
2023-09-13;09:57:48;Aquarela_SEM_NOME;72oqNZ;web;;evy;coelho;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-09-13;09:58:49;Aquarela_SEM_NOME;72oqNZ;web;;evy;coelho;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-09-13;11:04:53;Aquarela_SEM_NOME;72oqNZ;web;;evy;coelho;Interface: login;Retornou a primeira página para alterar nome ou avatar;
2023-09-13;11:05:05;Aquarela_SEM_NOME;72oqNZ;web;;evy;coelho;Interface: login;Retornou a primeira página para alterar nome ou avatar;
2023-09-13;11:05:09;Aquarela_SEM_NOME;81csXD;web;;evy;coelho;Interface: desenho;Fez login e iniciou os cookies com (81csXD) (evy) e (coelho);
2023-09-13;11:05:09;Aquarela_SEM_NOME;81csXD;web;;evy;coelho;Interface: desenho;Reconectou - Atualização de página - F5;
2023-09-13;11:05:11;Aquarela_SEM_NOME;81csXD;web;;evy;coelho;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-09-13;11:05:46;Aquarela_SEM_NOME;81csXD;web;;evy;coelho;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-09-13;11:05:47;Aquarela_SEM_NOME;81csXD;web;;evy;coelho;Interface: desenho;Reconectou - Atualização de página - F5;
