Data;Hora;Oficina;ID Participante;Local;Coisa;Nome Participante;Avatar;Interface;Descrição;Objeto
2023-11-07;11:29:30;Aquarela_SEM_NOME;84voUI;web;;Gio;panda;Interface: desenho;Fez login e iniciou os cookies com (84voUI) (Gio) e (panda);
2023-11-07;11:29:30;Aquarela_SEM_NOME;84voUI;web;;Gio;panda;Interface: desenho;Reconectou - Atualização de página - F5;
2023-11-07;11:29:31;Aquarela_SEM_NOME;84voUI;web;;Gio;panda;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-11-07;11:30:26;Aquarela_SEM_NOME;04bqUD;web;;Evy;coala;Interface: desenho;Fez login e iniciou os cookies com (04bqUD) (Evy) e (coala);
2023-11-07;11:30:26;Aquarela_SEM_NOME;04bqUD;web;;Evy;coala;Interface: desenho;Reconectou - Atualização de página - F5;
2023-11-07;11:30:29;Aquarela_SEM_NOME;04bqUD;web;;Evy;coala;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-11-07;11:30:59;Aquarela_SEM_NOME;04bqUD;web;;Evy;coala;Interface: desenho;Reconectou - Atualização de página - F5;
2023-11-07;11:30:59;Aquarela_SEM_NOME;04bqUD;web;;Evy;coala;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-11-07;11:31:02;Aquarela_SEM_NOME;04bqUD;web;;Evy;coala;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-11-07;11:32:28;Aquarela_SEM_NOME;04bqUD;web;;Evy;coala;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-11-07;11:32:28;Aquarela_SEM_NOME;04bqUD;web;;Evy;coala;Interface: login;Retornou a primeira página para alterar nome ou avatar;
2023-11-07;11:32:33;Aquarela_SEM_NOME;37mcYK;web;;Evy;macaco;Interface: desenho;Fez login e iniciou os cookies com (37mcYK) (Evy) e (macaco);
2023-11-07;11:32:33;Aquarela_SEM_NOME;37mcYK;web;;Evy;macaco;Interface: desenho;Reconectou - Atualização de página - F5;
2023-11-07;11:32:34;Aquarela_SEM_NOME;37mcYK;web;;Evy;macaco;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-11-07;11:33:45;Aquarela_SEM_NOME;37mcYK;web;;Evy;macaco;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-11-07;11:33:45;Aquarela_SEM_NOME;37mcYK;web;;Evy;macaco;Interface: login;Retornou a primeira página para alterar nome ou avatar;
2023-11-07;11:33:51;Aquarela_SEM_NOME;82jlEV;web;;Evy;macaco;Interface: desenho;Fez login e iniciou os cookies com (82jlEV) (Evy) e (macaco);
2023-11-07;11:33:51;Aquarela_SEM_NOME;82jlEV;web;;Evy;macaco;Interface: desenho;Reconectou - Atualização de página - F5;
2023-11-07;11:33:54;Aquarela_SEM_NOME;82jlEV;web;;Evy;macaco;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-11-07;11:37:06;Aquarela_SEM_NOME;82jlEV;web;;Evy;macaco;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-11-07;11:37:06;Aquarela_SEM_NOME;82jlEV;web;;Evy;macaco;Interface: desenho;Reconectou - Atualização de página - F5;
2023-11-07;11:37:10;Aquarela_SEM_NOME;82jlEV;web;;Evy;macaco;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-11-07;11:57:33;Aquarela_SEM_NOME;82jlEV;web;;Evy;macaco;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-11-07;11:57:33;Aquarela_SEM_NOME;;;;;;Interface: desenho;Tentativa de acesso direto a URL /desenho sem login;
2023-11-07;11:57:49;Aquarela_SEM_NOME;55smJC;web;;mnu;panda;Interface: desenho;Fez login e iniciou os cookies com (55smJC) (mnu) e (panda);
2023-11-07;11:57:49;Aquarela_SEM_NOME;55smJC;web;;mnu;panda;Interface: desenho;Reconectou - Atualização de página - F5;
2023-11-07;11:57:50;Aquarela_SEM_NOME;55smJC;web;;mnu;panda;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-11-07;11:59:05;Aquarela_SEM_NOME;55smJC;web;;mnu;panda;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-11-07;11:59:05;Aquarela_SEM_NOME;55smJC;web;;mnu;panda;Interface: desenho;Reconectou - Atualização de página - F5;
2023-11-07;11:59:06;Aquarela_SEM_NOME;55smJC;web;;mnu;panda;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-11-07;12:00:12;Aquarela_SEM_NOME;55smJC;web;;mnu;panda;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-11-07;12:00:12;Aquarela_SEM_NOME;55smJC;web;;mnu;panda;Interface: desenho;Reconectou - Atualização de página - F5;
2023-11-07;12:00:13;Aquarela_SEM_NOME;55smJC;web;;mnu;panda;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-11-07;12:04:21;Aquarela_SEM_NOME;55smJC;web;;mnu;panda;Interface: socket.io;saiu da sala ou perdeu conexao;
