Data;Hora;Oficina;ID Participante;Local;Coisa;Nome Participante;Avatar;Interface;Descrição;Objeto
2023-11-10;08:27:35;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: desenho;Fez login e iniciou os cookies com (11olCI) (Evy) e (gato);
2023-11-10;08:27:35;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: desenho;Reconectou - Atualização de página - F5;
2023-11-10;08:27:36;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-11-10;08:30:16;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: camera;Sistema escaneou o QR Code de Código 81;medo
2023-11-10;08:30:16;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Sistema mostrou emoção e enviou para o Físico81;medo
2023-11-10;08:30:16;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: folha desenho;Participante mostrou qr-code 81;Aquarela_SEM_NOME_2023_11_10_08h_30m_16s_11olCI_Evy.jpg
2023-11-10;08:30:16;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Enviou para o ParrotRobot o valor de 81;medo
2023-11-10;08:30:38;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: camera;Sistema escaneou o QR Code de Código 83;raiva
2023-11-10;08:30:38;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Sistema mostrou emoção e enviou para o Físico83;raiva
2023-11-10;08:30:38;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: folha desenho;Participante mostrou qr-code 83;Aquarela_SEM_NOME_2023_11_10_08h_30m_38s_11olCI_Evy.jpg
2023-11-10;08:30:38;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Enviou para o ParrotRobot o valor de 83;raiva
2023-11-10;08:32:45;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: camera;Sistema escaneou o QR Code de Código 84;triste
2023-11-10;08:32:45;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Sistema mostrou emoção e enviou para o Físico84;triste
2023-11-10;08:32:45;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Enviou para o ParrotRobot o valor de 84;triste
2023-11-10;08:32:45;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: folha desenho;Participante mostrou qr-code 84;Aquarela_SEM_NOME_2023_11_10_08h_32m_45s_11olCI_Evy.jpg
2023-11-10;08:33:02;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: camera;Sistema escaneou o QR Code de Código 81;medo
2023-11-10;08:33:02;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Sistema mostrou emoção e enviou para o Físico81;medo
2023-11-10;08:33:02;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: folha desenho;Participante mostrou qr-code 81;Aquarela_SEM_NOME_2023_11_10_08h_33m_02s_11olCI_Evy.jpg
2023-11-10;08:33:02;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Enviou para o ParrotRobot o valor de 81;medo
2023-11-10;08:33:56;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: camera;Sistema escaneou o QR Code de Código 82;feliz
2023-11-10;08:33:56;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Sistema mostrou emoção e enviou para o Físico82;feliz
2023-11-10;08:33:56;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: folha desenho;Participante mostrou qr-code 82;Aquarela_SEM_NOME_2023_11_10_08h_33m_56s_11olCI_Evy.jpg
2023-11-10;08:33:56;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Enviou para o ParrotRobot o valor de 82;feliz
2023-11-10;08:34:59;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-11-10;08:34:59;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: desenho;Reconectou - Atualização de página - F5;
2023-11-10;08:35:01;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-11-10;08:35:15;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: camera;Sistema escaneou o QR Code de Código 82;feliz
2023-11-10;08:35:15;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Sistema mostrou emoção e enviou para o Físico82;feliz
2023-11-10;08:35:15;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: folha desenho;Participante mostrou qr-code 82;Aquarela_SEM_NOME_2023_11_10_08h_35m_15s_11olCI_Evy.jpg
2023-11-10;08:35:15;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Enviou para o ParrotRobot o valor de 82;feliz
2023-11-10;08:36:23;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: camera;Sistema escaneou o QR Code de Código 83;raiva
2023-11-10;08:36:23;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Sistema mostrou emoção e enviou para o Físico83;raiva
2023-11-10;08:36:23;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Enviou para o ParrotRobot o valor de 83;raiva
2023-11-10;08:36:23;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: folha desenho;Participante mostrou qr-code 83;Aquarela_SEM_NOME_2023_11_10_08h_36m_23s_11olCI_Evy.jpg
2023-11-10;08:36:37;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: camera;Sistema escaneou o QR Code de Código 82;feliz
2023-11-10;08:36:37;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: Sistema;Sistema mostrou emoção e enviou para o Físico82;feliz
2023-11-10;08:36:37;Aquarela_SEM_NOME;11olCI;web;;Evy;gato;Interface: folha desenho;Participante mostrou qr-code 82;Aquarela_SEM_NOME_2023_11_10_08h_36m_37s_11olCI_Evy.jpg
