Data;Hora;Oficina;ID Participante;Local;Coisa;Nome Participante;Avatar;Interface;Descrição;Objeto
2023-08-24;14:52:01;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-08-24;14:52:09;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-08-24;14:52:09;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: desenho;Reconectou - Atualização de página - F5;
2023-08-24;14:52:10;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-08-24;14:52:13;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: camera;Sistema escaneou o QR Code de Código 81;medo
2023-08-24;14:52:13;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: Sistema;Sistema mostrou emoção e enviou para o Físico81;medo
2023-08-24;14:52:13;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: folha desenho;Participante mostrou qr-code 81;Aquarela_SEM_NOME_2023_08_24_14h_52m_13s_74vfGU_dani.jpg
2023-08-24;14:52:33;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-08-24;14:56:32;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: camera;Sistema escaneou o QR Code de Código 82;feliz
2023-08-24;14:56:32;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: Sistema;Sistema mostrou emoção e enviou para o Físico82;feliz
2023-08-24;14:56:32;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: folha desenho;Participante mostrou qr-code 82;Aquarela_SEM_NOME_2023_08_24_14h_56m_32s_74vfGU_dani.jpg
2023-08-24;14:56:46;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: camera;Sistema escaneou o QR Code de Código 84;triste
2023-08-24;14:56:46;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: Sistema;Sistema mostrou emoção e enviou para o Físico84;triste
2023-08-24;14:56:46;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: folha desenho;Participante mostrou qr-code 84;Aquarela_SEM_NOME_2023_08_24_14h_56m_46s_74vfGU_dani.jpg
2023-08-24;15:05:56;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-08-24;15:05:57;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: desenho;Reconectou - Atualização de página - F5;
2023-08-24;15:05:58;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-08-24;15:06:04;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: camera;Sistema escaneou o QR Code de Código 84;triste
2023-08-24;15:06:04;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: Sistema;Sistema mostrou emoção e enviou para o Físico84;triste
2023-08-24;15:06:04;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: folha desenho;Participante mostrou qr-code 84;Aquarela_SEM_NOME_2023_08_24_15h_06m_04s_74vfGU_dani.jpg
2023-08-24;15:07:18;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-08-24;15:07:18;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: desenho;Reconectou - Atualização de página - F5;
2023-08-24;15:07:20;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-08-24;15:07:23;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: camera;Sistema escaneou o QR Code de Código 82;feliz
2023-08-24;15:07:23;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: Sistema;Sistema mostrou emoção e enviou para o Físico82;feliz
2023-08-24;15:07:23;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: folha desenho;Participante mostrou qr-code 82;Aquarela_SEM_NOME_2023_08_24_15h_07m_23s_74vfGU_dani.jpg
2023-08-24;15:07:34;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: camera;Sistema escaneou o QR Code de Código 84;triste
2023-08-24;15:07:34;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: Sistema;Sistema mostrou emoção e enviou para o Físico84;triste
2023-08-24;15:07:34;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: folha desenho;Participante mostrou qr-code 84;Aquarela_SEM_NOME_2023_08_24_15h_07m_34s_74vfGU_dani.jpg
2023-08-24;15:16:00;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-08-24;15:16:03;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-08-24;15:16:04;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: desenho;Reconectou - Atualização de página - F5;
2023-08-24;15:16:04;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-08-24;15:16:05;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-08-24;15:16:18;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-08-24;15:16:19;Aquarela_SEM_NOME;74vfGU;web;;dani;vaca;Interface: login;Retornou a primeira página para alterar nome ou avatar;
2023-08-24;15:16:25;Aquarela_SEM_NOME;12qxUN;web;;dani;panda;Interface: desenho;Fez login e iniciou os cookies com (12qxUN) (dani) e (panda);
2023-08-24;15:16:25;Aquarela_SEM_NOME;12qxUN;web;;dani;panda;Interface: desenho;Reconectou - Atualização de página - F5;
2023-08-24;15:16:26;Aquarela_SEM_NOME;12qxUN;web;;dani;panda;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-08-24;15:17:07;Aquarela_SEM_NOME;12qxUN;web;;dani;panda;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
2023-08-24;15:17:12;Aquarela_SEM_NOME;12qxUN;web;;dani;panda;Interface: socket.io;saiu da sala ou perdeu conexao;
2023-08-24;15:17:12;Aquarela_SEM_NOME;12qxUN;web;;dani;panda;Interface: login;Retornou a primeira página para alterar nome ou avatar;
2023-08-24;15:17:17;Aquarela_SEM_NOME;06uwDW;web;;dani;guaxinim;Interface: desenho;Fez login e iniciou os cookies com (06uwDW) (dani) e (guaxinim);
2023-08-24;15:17:17;Aquarela_SEM_NOME;06uwDW;web;;dani;guaxinim;Interface: desenho;Reconectou - Atualização de página - F5;
2023-08-24;15:17:19;Aquarela_SEM_NOME;06uwDW;web;;dani;guaxinim;Interface: socket.io;entrou na sala - Registrou participante no socket.io;
